year,title,lb_rating,tmdb_rating,genres,runtime_min,budget,revenue,original_language,production_companies,imdb_id,tmdb_id,original_title,tmdb_popularity,vote_count,release_date,overview,production_countries,status,tagline
1991,Devil's Vendetta,None,4.5,"Horror, Comedy, Fantasy",96,0,0,zh,Rising Sun Films Company,tt0103299,66014,妖魔道,2.9197,4,1991-04-12,"Two rival Taoist schools, one all-female, the other one all-male, must become allies to fight a demon as one of the priestesses is unaware that she's the daughter of the demon and has to lose her virginity to avoid turning into a demon herself.",Hong Kong,Released,
1991,BARA-BA LOVER BOY,None,0.0,,47,0,0,ja,,,941288,薔薇BAラバーボーイ,2.8376,0,1991-01-01,"Makoto Amamitsu, a manga artist boy, is fascinated by Kotaro Takamura's ""Chieko Sho"". He wanders around trying to find his own Chieko and meets the woman of his dreams, Chako. But Chako rejects him and runs away. In pursuit of her, he turns himself into a black-cloaked immortal monster and falls into a world of madness and illusion. Makoto falls into a world of madness and fantasy, and assassins are unleashed on him. The hellish pilgrimage that stains the stage of Chieko Sho with blood finally comes to an end in the back streets of Ginza. In this literary, action, comic, suspense, and horror film, Nishigaya, who was a rugby player in high school and competed in the Hanazono (flower garden), charges ahead with the same power he had on the field. The nosebleeds that boldly flutter in the wind and Kotaro's poem that plays throughout the film cross over to create a unique entertainment that drags the viewer into a different dimension.",Japan,Released,
1991,Pretty Girls,None,0.0,Action,92,0,0,ja,"TV TOKYO VIDEO, Vivgin Japan Ltd",,935127,プリティ ガール,2.5171,0,1991-09-27,"A ragtag team of pretty girls team together to fight an evil organization, in this low budget action packed film.",Japan,Released,
1991,A Brighter Summer Day,4.5,8.285,"Crime, Drama, Romance",237,0,0,zh,"Yang & His Gang Filmmakers, Brighter Summer Productions",tt0101985,15804,牯嶺街少年殺人事件,2.3504,372,1991-07-27,"A boy experiences first love, friendships and injustices growing up in 1960s Taiwan.",Taiwan,Released,
1992,Dragon Ball Z: The Return of Cooler,2.99,6.451,"Action, Animation, Science Fiction",46,0,19581369,ja,"Toei Company, Bird Studios, Toei Animation",tt0142237,39103,ドラゴンボールZ 激突!!100億パワーの戦士たち,6.7766,1087,1992-03-07,Cooler has resurrected himself as a robot and is enslaving the people of New Namek. Goku and the gang must help.,Japan,Released,The odds are 10 billion to 2.
1992,Porco Rosso,4.03,7.794,"Family, Comedy, Animation, Adventure, Fantasy",93,9200000,44600000,ja,"Studio Ghibli, TOHO, Tokuma Shoten, Nibariki, Mitsubishi, Nippon Television Network Corporation",tt0104652,11621,紅の豚,5.7074,3622,1992-07-18,"In Italy in the 1930s, sky pirates in biplanes terrorize wealthy cruise ships as they sail the Adriatic Sea. The only pilot brave enough to stop the scourge is the mysterious Porco Rosso, a former World War I flying ace who was somehow turned into a pig during the war. As he prepares to battle the pirate crew's American ace, Porco Rosso enlists the help of spunky girl mechanic Fio Piccolo and his longtime friend Madame Gina.",Japan,Released,Can a pig really fly?
1992,Iron Virgin Jun,None,4.2,"Animation, Fantasy, Comedy",46,0,0,ja,"Dynamic Planning, Studio Boston",tt0432146,391443,鉄の処女JUN,4.5009,3,1992-07-21,"Jun's 18th birthday has been selected by family tradition to be the day that her husband is chosen. Many high-class families have come to try to marry into the physically and economically powerful Asuka dynasty, but Jun is not interested. With her servant Kratta in tow, she runs away from the groom-choosing party.",Japan,Released,
1992,Dragon Ball Z: Super Android 13!,3.01,6.923,"Action, Animation, Science Fiction",46,0,18554927,ja,"Toei Animation, Bird Studios, Toei Company",tt0142241,39104,ドラゴンボールＺ 極限バトル！三大超サイヤ人,3.8027,600,1992-07-11,"Dr. Gero's Androids #13, #14, and #15 are awakened by the laboratory computers and immediately head to the mall where Goku is shopping. After Goku, Trunks, and Vegeta defeat #14 and #15, #13 absorbs their inner computers and becomes a super being greater than the original three separately were. Now it is up to Goku to stop him.",Japan,Released,Three Androids. Three Saiyans. One Ultimate Battle.
1992,Midori,None,6.1,"Animation, Drama, Horror",55,0,0,ja,Kiryûkan,tt0930902,53064,地下幻燈劇画 少女椿,3.4149,157,1992-05-02,"After losing her parents, young flower selling Midori is put up by a fairground group. She is abused and forced to slavery, until the arrival of an enigmatic magician of short stature, who gives her hope for a better future.",Japan,Released,The camelia girl.
1992,"Puck / Memories of You (Moon Troupe, 1992)",None,7.0,,0,0,0,ja,Takarazuka Revue Productions,,927892,PUCK / メモリーズ・オブ・ユー,3.3348,1,1992-11-29,Takarazuka Revue’s 1992 production of PUCK/ Memories of You,Japan,Released,Based on Shakespeare's Midsummer Night's Dream
1992,Godzilla vs. Mothra,3.29,6.9,"Action, Adventure, Fantasy, Science Fiction",102,0,20000000,ja,Toho Pictures,tt0104352,39465,ゴジラvsモスラ,2.9571,216,1992-12-12,"Mothra's dark counterpart, Battra, emerges to eliminate humanity on behalf of the Earth. Two tiny fairies called the Cosmos offer their help by calling Mothra to battle the creature. Unfortunately a meteorite has awoken a hibernating Godzilla as a three way battle for the Earth begins.",Japan,Released,Earth S.O.S.! The battle over the future of the human race begins.
1992,Crying Freeman 5: Abduction in Chinatown,None,5.0,Animation,50,0,0,ja,"Aies, Toei Animation",tt0190338,216933,Crying フリーマン5 戦場の鬼子母神,2.791,2,1992-10-01,"In L.A.'s Chinatown, the crime cartel known as K.O. hatches a plot to bring down Ron Tayan and the 108 Dragons. Ron joins forces with the computer-savvy daughter of the local boss; she tracks the attacking gang via electronics, Ron goes to their stronghold via plane. They are kidnapers of young children, using ransom money to fuel their other activities. The troops are ex-Green Berets; the leaders are Larry Park, an expatriate Yank, and Nina Heaven, a killer with a soft spot in her heart for Ron. He's her captive, but she wants him to be her partner. Meanwhile, Fu, armed with her Muramasa sword, and Dark Eyes arrive on the island surreptitiously. The battle lines are drawn.",Japan,Released,
1992,Dragon Ball Z: Summer Vacation Special,3.04,6.5,Animation,43,0,0,ja,Toei Animation,tt3996544,675304,ドラゴンボールZ 極限バトル！！三大 超 スーパー サイヤ人 スペシャル,2.7824,14,1992-07-13,"This is a TV special that takes place directly after Dragon Ball Z movie 7. In it, Goku and Gohan discuss Dragon Ball movies 1-3 and Dragon Ball Z movies 1-7.",Japan,Released,
1992,Rokudenashi BLUES,None,3.75,"Action, Animation, Comedy, Drama",33,0,0,ja,,tt7003366,461498,ろくでなしBLUES,2.2218,5,1992-07-11,"Trouble finds Maeda, a good-for-nothing outcast with dreams of becoming a boxing champ, soon after enrolling at Teiken High School. His cavalier clumsiness has a way of attracting attention from gang leaders, school staff, and the precocious schoolgirl Chiaki. When a dangerous new gang leader threatens to upend order in the school, Maeda puts his training to work — along with every brain cell he can muster — to protect the balance of power.",Japan,Released,Who's the boss of this school?
1993,Dragon Ball Z: Bojack Unbound,3.25,7.155,"Action, Animation, Science Fiction",51,0,18435583,ja,Toei Animation,tt0142238,39105,ドラゴンボールZ 銀河ギリギリ!! ぶっちぎりの凄い奴,7.4727,608,1993-07-10,"Mr. Money is holding another World Martial Arts Tournament and Mr. Satan invites everyone in the world to join in. Little does he know that Bojack, an ancient villain who has escaped his prison, is competing. Since Goku is currently dead, it is up to Gohan, Vegeta, and Trunks to defeat Bojack and his henchman.",Japan,Released,A new threat emerges. A champion prepares.
1993,Dragon Ball Z: Broly - The Legendary Super Saiyan,None,7.2,"Animation, Science Fiction, Action",70,0,21658982,ja,"Toei Company, Bird Studios, Toei Animation",tt0142242,34433,ドラゴンボールＺ 燃え尽きろ!!熱戦・烈戦・超激戦,6.4556,976,1993-03-06,"While the Saiyan Paragus persuades Vegeta to rule a new planet, King Kai alerts Goku of the South Galaxy's destruction by an unknown Super Saiyan.",Japan,Released,As the legend foretold.
1993,Dragon Ball Z Side Story: Plan to Eradicate the Saiyans,2.69,6.7,"Action, Adventure, Animation",59,0,0,ja,"Bird Studios, Toei Animation",tt1286785,652754,ドラゴンボールZ外伝 サイヤ人絶滅計画,4.3933,64,1993-09-23,"Dr. Raichi is one of the only survivors of the Tuffles, a race that once lived on Planet Plant before the coming of the Saiyans. The Saiyans not only massacred the entire Tuffle race, but also stole their technology and conquered the planet, renaming it Planet Vegeta in honor of their king. Raichi managed to escape with a capsule and found refuge on the Dark Planet, a world at the end of the universe. His only wish is to eradicate the last remaining Saiyans.",Japan,Released,
1993,Samurai Kids,3.54,6.0,"Adventure, Fantasy",106,0,0,ja,"Office Two-One, TOHO, Fuji Television Network, Right Vision Corporation",tt0108036,444656,水の旅人－侍KIDS－,4.1559,1,1993-07-17,"A special effects filled fantasy adventure, in which an 8-year-old boy encounters an ancient samurai warrior who is only six inches tall.",Japan,Released,
1993,Daughter of Darkness,2.86,5.333,"Thriller, Horror, Comedy",96,0,0,zh,"Scholar Films Co., Ltd., Martini Film Company Ltd., Mandarin Films",tt0107572,80794,滅門慘案之孽殺,3.8679,27,1993-10-28,The police suspect a young teenager who was horrifically abused by her family and raped by her father of finally snapping and slaughtering them all.,Hong Kong,Released,
1993,Ninja Scroll,3.84,7.8,"Fantasy, Animation, Action",94,0,0,ja,"Madhouse, Animate Film, JVC, movic",tt0107692,14282,獣兵衛忍風帖,3.2876,721,1993-06-05,"Jubei is a masterless ninja who travels the land alone, lending his services to those with gold—or a worthy cause. His fearsome abilities have served him well, but a plot to overthrow the government threatens to end his wandering ways—and possibly his life.",Japan,Released,"Feudal Japan—a time of danger, intrigue and deception . . ."
1993,Crayon Shin-chan: Action Mask vs. Leotard Devil,3.41,7.1,"Animation, Comedy",93,0,0,ja,"TV Asahi, Shin-Ei Animation, ADK",tt0409848,128868,クレヨンしんちゃん アクション仮面VSハイグレ魔王,3.0469,57,1993-07-24,"Everyone's favorite TV superhero Action Mask shows up in Kasukabe, and he's trying to get something from Shin-chan -- but what could it be?",Japan,Released,
1993,Farewell My Concubine,4.39,7.9,Drama,171,4000000,6400000,zh,"Beijing Film Studio, China Film Co-Production Corp., Tomson (Hong Kong) Films Co., Ltd.",tt0106332,10997,霸王别姬,2.848,657,1993-01-01,"In an epic tale of theater, gender, love and class, two Beijing opera actors navigate political turmoil as their friendship evolves over decades.","China, Hong Kong",Released,The passionate triangle of two lifelong friends and the woman who comes between them!
1993,T-CITY,None,0.0,,28,0,0,ja,,,1392014,T-CITY,2.8348,0,1993-11-16,Experimental movie by Teshigahara Saburo,Japan,Released,
1993,Dragon Ball Z: The History of Trunks,3.85,7.611,"Animation, Action, Science Fiction",48,0,0,ja,"Fuji Television Network, Toei Company",tt0142247,39324,ドラゴンボールZ 絶望への反抗!! 残された超戦士・悟飯とトランクス,2.792,587,1993-02-24,It has been thirteen years since the Androids began their killing rampage and Son Gohan is the only person fighting back. He takes Bulma's son Trunks as a student and even gives his own life to save Trunks's. Now Trunks must figure out a way to change this apocalyptic future,Japan,Released,This is the story of the future that never was.
1994,Dragon Ball Z: Bio-Broly,2.05,5.772,"Animation, Action, Science Fiction",50,0,17121947,ja,"Toei Company, Bird Studios, Toei Animation",tt0142234,39106,ドラゴンボールＺ 超戦士撃破!!勝のはオレだ,4.1531,554,1994-07-09,"Jaga Bada, Mr. Satan's old sparring partner, has invited Satan to his personal island to hold a grudge match. Trunks and Goten decide to come for the adventure and Android #18 is following Satan for the money he owes her. Little do they know that Jaga Bada's scientist have found a way to resurrect Broly, the legendary Super Saiyan.",Japan,Released,Broly is back! And this time a case of mistaken identity might be the end of the planet!
1994,Dragon Ball Z: Broly - Second Coming,None,6.767,"Animation, Action, Science Fiction",48,0,21916093,ja,"Toei Company, Bird Studios, Toei Animation",tt0142239,44251,ドラゴンボールＺ 危険なふたり！超戦士はねむれない,4.0062,707,1994-03-12,"A Saiyan Space pod crash-lands on Earth out of which a wounded Saiyan crawls: Broly, the Legendary Super Saiyan. The wounded Broly shouts out in frustration and turns into normal form. The place soon freezes, trapping him in it and he falls into a coma.",Japan,Released,
1994,Ninja Sentai Kakuranger: The Movie,None,8.0,"Action, Adventure, Fantasy, Horror",30,0,0,ja,Toei Company,tt13339780,172349,忍者戦隊カクレンジャー 劇場版,3.9661,3,1994-04-16,"When a young boy is kidnapped, his older sister asks the Kakuranger to rescue him.",Japan,Released,Ninja!
1994,Fist of Legend,3.73,7.474,Action,103,0,1907743,zh,"Eastern Productions, Orange Sky Golden Harvest",tt0110200,17809,精武英雄,3.423,587,1994-12-22,"Chen returns to his school when he finds out that his martial arts teacher has died. When he learns that his school students are harassed by some hooligans, he gears himself up to save them.",Hong Kong,Released,"To avenge his master's death, He'll fight like never before!"
1994,Female Ninjas Magic Chronicles 4: Rebel Forces at the Threshold,None,3.8,Action,79,0,0,ja,,tt0187221,360778,くノ一忍法帖 IV 忠臣蔵秘抄,3.3208,4,1994-03-24,"The female ninjas have to stop an alliance from carrying out their dastardly deeds, which includes bizarre ninjitsu sex magic to aid them in their quest.",Japan,Released,
1994,Ranma 1/2: Team Ranma vs. the Legendary Phoenix,None,7.6,"Animation, Comedy, Action, Adventure",31,0,0,ja,"Studio Deen, Kitty Films",tt0109422,82386,らんま½ 超無差別決戦! 乱馬チームVS伝説の鳳凰,3.0138,76,1994-08-20,"Kuno purchases a strange egg, believing that the mysterious powers of the legendary Phoenix will help him defeat Ranma. But when the egg hatches on his head, the bird goes out of control and wreaks havoc all over Tokyo. Ranma and the gang must use any means necessary to get the Phoenix to leave Kuno's head and fly away.",Japan,Released,
1994,Godzilla vs. SpaceGodzilla,3.01,6.734,"Action, Adventure, Science Fiction",108,10300000,20000000,ja,Toho Pictures,tt0109916,39466,ゴジラvsスペースゴジラ,2.758,235,1994-12-10,"A mysterious extraterrestrial being resembling Godzilla rapidly approaches Earth. The monster, dubbed SpaceGodzilla, lands to challenge the King of the Monsters.",Japan,Released,The descent of the God of Destruction
1994,Pom Poko,3.71,7.164,"Adventure, Animation, Fantasy",119,0,0,ja,Studio Ghibli,tt0110008,15283,平成狸合戦ぽんぽこ,2.7299,1159,1994-07-16,"The Raccoons of the Tama Hills are being forced from their homes by the rapid development of houses and shopping malls. As it becomes harder to find food and shelter, they decide to band together and fight back. The Raccoons practice and perfect the ancient art of transformation until they are even able to appear as humans in hilarious circumstances.",Japan,Released,A Fantastic Tale Of Survival
1994,Kiriko,None,3.0,Action,77,0,0,ja,Phantom Products,tt0185403,392422,妖闘地帯KIRIKO,2.6637,1,1994-09-23,"1994 sequel to Satoru Kobayashi's ""The Blind Cat"". Yakuza drug dealers lure the blind Kiriko into town to take revenge on her. However, Kiriko is a master swordswoman and has plans of her own.",Japan,Released,
1994,Nastazja,None,6.2,Drama,100,0,0,ja,"TV Tokyo, H.I.T., Say-To Workshop, Heritage Films",tt0109112,270738,Nastazja,2.6063,4,1994-04-01,"Andrzej Wajda's Japanese-language film based on the last chapter of Dostoevsky's Idiot, in which Prince Myshkin and Rogozhin return to the past in a conversation over the dead body of Nastassya Filippovna. Bando Tamasaburo, regarded as one of the most outstanding female impersonators in Japanese theater, plays the dual role of Myshkin and Nastassya.","Japan, Poland",Released,
1995,Ghost in the Shell,4.1,7.922,"Action, Animation, Science Fiction",83,3000000,10000000,ja,"Bandai Visual, Production I.G, Kodansha, Manga Entertainment",tt0113568,9323,GHOST IN THE SHELL,8.9946,3757,1995-11-18,"In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.","Japan, United Kingdom",Released,It found a voice... Now it needs a body.
1995,Gonin,3.73,6.5,"Action, Crime, Thriller, Drama",121,0,0,ja,"Shochiku, Image Factory IM Co. Ltd.",tt0113194,26830,Gonin,6.2163,60,1995-09-23,"Five men plot to steal a large sum of money from the local yakuza, but everything does not go as planned and the men find themselves hunted down by contract killers.",Japan,Released,Five men... two killers... one massacre...
1995,Dragon Ball Z: Wrath of the Dragon,3.45,7.297,"Animation, Action, Science Fiction",51,0,11694663,ja,"Toei Company, Bird Studios, Toei Animation",tt0142243,39108,ドラゴンボールZ 龍拳爆発!!悟空がやらねば誰がやる,4.4478,770,1995-07-15,The Z Warriors discover an unopenable music box and are told to open it with the Dragon Balls. The contents turn out to be a warrior named Tapion who had sealed himself inside along with a monster called Hildegarn. Goku must now perfect a new technique to defeat the evil monster.,Japan,Released,"If he doesn't do it, who will?"
1995,Dragon Ball Z: Fusion Reborn,3.69,7.524,"Animation, Action, Science Fiction",55,0,23500000,ja,"Toei Company, Bird Studios, Toei Animation",tt0142236,39107,ドラゴンボールZ 復活のフュージョン!! 悟空とベジータ,3.7263,907,1995-03-04,"Not paying attention to his job, a young demon allows the evil cleansing machine to overflow and explode, turning the young demon into the infamous monster Janemba. Goku and Vegeta make solo attempts to defeat the monster, but realize their only option is fusion.",Japan,Released,Hell’s gates have opened.
1995,Whisper of the Heart,4.18,7.948,"Animation, Drama, Family",111,0,0,ja,"Studio Ghibli, Nippon Television Network Corporation, Tokuma Shoten, Hakuhodo",tt0113824,37797,耳をすませば,3.6435,2216,1995-07-15,"Shizuku lives a simple life, dominated by her love for stories and writing. One day she notices that all the library books she has have been previously checked out by the same person: 'Seiji Amasawa'.",Japan,Released,I found someone I like.
1995,XX: Beautiful Target,None,4.0,"Crime, Thriller, Horror",90,0,0,ja,,tt0229057,334673,XX 美しき標的,3.3382,6,1995-03-10,"When beautiful forensic scientist Kyoko and her colleagues fail to uncover clues to the identity of a man who brutally attacks and kills women, she agrees to become the bait to lure the killer into a police snare. But as the murderer remains frustratingly aloof, Kyoko discovers that she will have to risk everything in order to apprehend him. Naosuke Kurosawa directs this steamy thriller.",Japan,Released,
1995,Macross Plus: The Movie,3.83,7.064,"Action, Adventure, Animation, Science Fiction",115,0,0,ja,"Studio Nue, Triangle Staff, Bandai Visual, Studio Boston",tt2330912,18837,マクロスプラス MOVIE EDITION,3.0491,70,1995-10-06,"Three decades after the great war between the humans and the Zentradi, the U.N. government is developing new technologies to use in their transforming fighter aircraft by running tests on the colony planet Eden. Military test pilots and former childhood friends, loose cannon Isamu Alva Dyson and the Zentradi mixed race Guld Goa Bowman, are selected to each pilot a new aircraft (Shinsei Industries' YF-19 & General Galaxy's YF-21) for Project Super Nova, to choose the newest successor to the VF-11 Thunderbolt variable fighter which is currently still in use by the U.N. Spacy military forces. Their own personal grudges end up disrupting the tests, and begin to wreak havoc on the program.",Japan,Released,
1995,Memories,4.0,7.451,"Fantasy, Animation, Science Fiction",113,0,0,ja,"Bandai Visual, Shochiku, Madhouse, Kodansha, STUDIO4℃",tt0113799,42994,MEMORIES,2.8791,543,1995-12-23,Three back-to-back anime films by three different directors make up this sci-fi trilogy three years in the making.,Japan,Released,Three Unforgettable Tales From The Masters of Anime.
1995,Love Letter,4.13,7.8,"Drama, Romance",117,0,0,ja,"Fuji Television Network, Herald Ace",tt0113703,47002,ラブレター,2.606,245,1995-03-25,"Hiroko attends the memorial service of her fiancé, Itsuki Fujii, who died in a mountain-climbing incident. Although Itsuki's mother says that their old house is gone, Hiroko records the address listed under his name in his yearbook and sends him a letter. Surprisingly, she receives a reply, and discovers it came from his old classmate, a girl who also happens to be called Itsuki Fujii.",Japan,Released,Lost love lives on.
1995,The King of Minami: Sham Marriage,None,0.0,,80,0,0,ja,,,1003086,難波金融伝 ミナミの帝王 劇場版VI 偽装結婚,2.4422,0,1995-03-11,"#11 in the series, after ""Sweet Trap.""",,Released,
1996,Tenchi Muyo! In Love,3.47,6.0,"Animation, Comedy",95,0,0,ja,"Anime International Company, Pioneer LDC, KADOKAWA Shoten, GAGA Communications",tt0117876,34935,天地無用! in LOVE,4.1187,27,1996-04-20,"The demonic space criminal Kain has escaped from prison and destroyed the Galaxy Police headquarters. To ensure that the Jurai will not stop him, Kain travels back to 1970 to eliminate Tenchi's mother before he is even born. Now, Tenchi and the gang must travel to the past to stop him before he ceases to exist.",Japan,Released,
1996,M.D. Geist II: Death Force,3.0,4.8,"Science Fiction, Animation, Action",45,0,0,ja,"Zero Gravity Management, Nippon Columbia, Studio Cosmos, Tokyo Animation Film, Wako Productions",tt0217635,71449,装鬼兵MDガイスト2,4.1133,15,1996-03-01,"Less than a year after Geist activated the Death Force, which decimated most of Jerra's population, he has kept himself busy by dismantling the Death Force machines one by one. Most of the remaining human population have fled to a remote haven run by a warlord named Krauser. Krauser is another MDS unit, MD-01, who has a technology that hides his mobile fortress from the Death Force.",Japan,Released,
1996,That's Cunning! Shijo Saidai no Sakusen?,None,6.7,Comedy,98,0,0,ja,"Fuji Television Network, Toei Company",tt0296236,80303,That's カンニング! 史上最大の作戦?,3.9083,9,1996-08-10,"Comedy about a group of chemistry students who organize a cheating scam during their final exams. Amuro Namie, the top pop music sensation, plays one of the students.",Japan,Released,
1996,The Trap,None,6.6,"Drama, Thriller, Mystery, Crime",106,0,0,ja,"Eizo Tanteisha, For Life Records Inc.",tt0118116,122235,罠 THE TRAP,3.8942,10,1996-05-25,"When a hooded stranger appears in private eye 'Mike' Hama's office with the cryptic challenge ""I want you to look for me,"" Hama is drawn into a string of bizarre serial murders that have Yokohama's police baffled and the city terrified.",Japan,Released,
1996,Armitage III: Poly Matrix,3.31,6.4,"Animation, Science Fiction, Thriller",90,0,0,ja,"Anime International Company, Jay Film",tt0109151,33322,アミテージ・ザ・サード POLY-MATRIX,3.4358,68,1996-06-25,"Ross Sylibus is assigned to a police unit on a Martian colony, to find that women are being murdered by a psychotic named D'anclaude. He is assigned a very unorthodox partner named Naomi Armitage, who seems to have links to the victims. To stir things up more, every victim is found to be an illegally made third-generation android.","United States of America, Japan",Released,
1996,Lady Ninja: Reflections of Darkness,None,4.0,"Action, Comedy, History",80,0,0,ja,"King Records, Shochiku",tt0187224,253240,くノ一忍法帖VI 忍者月影抄,3.0349,3,1996-04-13,"A sexy squad of female ninja assassins is hired by a ruthless magistrate to exterminate his former lovers, who threaten to ruin his reputation. Battles erupt with a hilarious mix of martial arts and magic--all in the line of duty.",Japan,Released,
1996,Dragon Ball: The Path to Power,3.37,7.4,"Animation, Adventure, Fantasy",80,0,0,ja,Toei Animation,tt0142250,39148,ドラゴンボール 最強への道,3.0081,388,1996-03-04,"A retelling of Dragon Ball's origin with a different take on the meeting of Goku, Bulma, and Kame-Sen'nin. It also retells the Red Ribbon Army story; but this time they find Goku rather than Goku finding them.",Japan,Released,
1996,Megalopolis Express Way Trial Max,None,10.0,Action,95,0,0,ja,"Nikkatsu Corporation, Nikkatsu Video",,108657,首都高速トライアルMAX,2.9763,1,1996-02-09,"Sendo, champion of the Osaka Expressway is challenged to a race by Tatsuya Shikiba, champion racer of the Metropolitan Expressway. During their race, Sendo crashes and injures himself. Two months later, when Sendo is released from the hospital, je looks to find Tatsuya for a rematch. Tatsuya has given up racing after the death of his friend Kazuki during a race, but Sendo wants his rematch. Kazuki’s sister, though distraught with the loss of her brother, decides to help Tatsuya get over his fear of racing and get back on the road to live out his and Kazuki’s dream of being a race car driver.",Japan,Released,
1996,Shall We Dance?,3.63,7.4,"Music, Comedy, Drama, Romance",136,0,43000000,ja,"Altamira Pictures, TOHO",tt0117615,11239,Shall we ダンス?,2.9369,175,1996-01-27,"A bored accountant spots a beautiful woman in the window of a ballroom dance studio. He secretly starts taking dancing lessons to be near her, and then over time discovers how much he loves dancing. His wife, meanwhile, has hired a private detective to find out why he has started coming home late smelling of perfume.",Japan,Released,She's got the moves… but he's got two left feet!
1996,Ninja Cadets,None,7.0,"Comedy, Action, Adventure, Fantasy",60,0,0,ja,Anime International Company,tt2312134,318466,Ninja者,2.7274,4,1996-03-27,"In feudal Japan, Sakura, Matsuri and four of the pair's Ninja Cadet companions from the Byakuro clan get their first mission: To sneak inside the Byakuro Castle and steal a secret scroll from the Kabusu clan. The result is an action-packed adventure for younger anime fans, in the tradition of Ninja Scroll and Tenchi Muyo. Also includes a dozen more trailers for Media Blasters releases.",Japan,Released,
1997,Princess Mononoke,4.39,8.3,"Adventure, Fantasy, Animation",134,23500000,176506186,ja,"Studio Ghibli, dentsu, Tokuma Shoten, Nippon Television Network Corporation, Nibariki, TNDG",tt0119698,128,もののけ姫,10.5276,8766,1997-07-12,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",Japan,Released,The fate of the world rests on the courage of one warrior.
1997,Neon Genesis Evangelion: The End of Evangelion,4.47,8.263,"Animation, Science Fiction, Drama, Fantasy",87,0,20563523,ja,"GAINAX, movic, Star Child Recording, TV Tokyo, Production I.G, KADOKAWA Shoten, Toei Company, SEGA",tt0169858,18491,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,6.0328,1790,1997-07-19,"SEELE orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can advance his own plans for the Human Instrumentality Project. Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity.",Japan,Released,The fate of destruction is also the joy of rebirth.
1997,The King of Minami: Waiting Woman,None,0.0,,86,0,0,ja,,,1003102,難波金融伝 ミナミの帝王 劇場版X 待つ女,4.0666,0,1997-07-18,"#20 in the series, after ""Insurance Embezzler.""",Japan,Released,
1997,Baby Love,3.16,1.5,"Animation, Romance",30,0,0,ja,,tt7261384,52242,ベイビィ☆LOVE,3.8208,2,1997-10-31,"Seara loved Shuhei ever since she was a little girl. Although, Shuhei was thee years older and much bigger than her. He told her to come back when she was older and more grown-up. A few years later, Seara grew to look like a high school student and managed to riggle her way into Shuhei's home. She will now attempt to win his heart, although there might be some obstacles in her path.OAV adapted from Baby Love manga.",Japan,Released,
1997,Kôzuki Yaya: CLONEz,None,3.5,"Science Fiction, Horror",90,0,0,ja,,tt1059936,1068449,光月夜地：CLONEz,3.7588,1,1997-11-27,A clone comes back for revenge.,Japan,Released,
1997,Cure,4.27,7.52,"Crime, Thriller, Horror, Mystery",112,20000,234821,ja,"Daiei Film, Twins Japan",tt0123948,36095,キュア,3.5229,732,1997-12-27,A detective starts spiraling out of control when a wave of gruesome murders with seemingly similar bizarre circumstances is sweeping Tokyo.,Japan,Released,Madness. Terror. Murder.
1997,New Third Gangster VI,None,0.0,"Drama, Crime",85,0,0,ja,,,784743,新・第三の極道VI マフィアの戦慄,3.065,0,1997-09-21,"The second generation Todo-gumi Wakato Hattori is taken to Johoku Medical College, where there are many suspicions of drugs due to angina. Hattori asks Masaki to act as a young head just in case. However, dissatisfied with the procedure, Ejima teamed up with the Mafia and started aiming for Masaki's defeat! !!",Japan,Released,
1997,Neon Genesis Evangelion: Death and Rebirth,3.79,7.377,"Animation, Drama, Science Fiction",101,0,15877,ja,"GAINAX, Production I.G, Tatsunoko Production, KADOKAWA Shoten, TV Tokyo, SEGA, Toei Company",tt0169880,21832,新世紀エヴァンゲリオン劇場版 シト新生,2.9497,481,1997-03-15,"Originally a collection of clips from the Neon Genesis Evangelion TV series, Death was created as a precursor to the re-worked ending of the series. Rebirth was intended as that re-worked ending, but after production overruns Rebirth became only the first half of the first part of The End of Evangelion, with some minor differences.",Japan,Released,Welcome to the apocalypse.
1997,Women 2,None,0.0,"Romance, Drama",80,0,0,ja,,,1382115,Women ウィメン ２,2.9341,0,1997-10-24,Nikkatsu pinku from 1997.,Japan,Released,
1997,Chinese Erotic Movies,None,8.0,Documentary,0,0,0,zh,,,1162240,中国性戏观,2.9324,1,1997-03-09,"A full length documentary on sexy Chinese movies (including sizzling scenes from EROTIC GHOST STORY, SEX AND ZEN, CONFESSIONS OF A CONCUBINE, SEX AND THE EMPEROR and many more.",Hong Kong,Released,
